#
# File 's5x5x7_127.bini.mod2.txt'
#
# Solution for the 5x5x7_127 matrix multiplication problem in Bini matrix (mod 2!) format
#
# Created: 14-May-2025 14:37:19
#
Bini 5 5 7 127

product Gamma                                                                                                      Alpha                                                                        Beta
  1 ;   0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
  2 ;   0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0 ;  1  0  0  1  1  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  1  0  0  1  1 ;  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  3 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0 ;  1  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  1  0  0 ;  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  4 ;   0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  1  1  0 ;  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  5 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0 ;  0  0  1  0  0  0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0  0  1  0  0 ;  0  0  1  0  0  0  0  0  1  1  0  1  1  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
  6 ;   1  0  0  0  0  0  1  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  0  1 ;  0  0  1  0  0  0  1  1  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
  7 ;   1  1  0  1  0  1  0  1  0  0  0  0  0  0  0  1  0  1  0  1  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0 ;  0  1  0  0  0  1  1  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0 ;  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
  8 ;   0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0 ;  0  0  1  0  0  0  0  1  0  0  0  0  1  1  1  0  0  1  0  0  0  0  0  0  0 ;  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  9 ;   0  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  1  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
 10 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0 ;  1  0  0  1  1  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  1  0  0  1  1 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1
 11 ;   0  0  0  0  0  0  0  0  0  1  0  1  1  0  0  0  1  0  1  0  0  0  0  1  0  1  1  0  0  0  1  0  1  0  0 ;  0  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0 ;  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 12 ;   0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  1  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
 13 ;   0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  1  1  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0 ;  0  1  0  0  0  0  1  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0
 14 ;   0  1  0  1  1  0  0  0  0  0  0  0  0  0  0  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  1  0  1  0  1  1  1  0  0  0  0  0  0  0  1  0  1  0  1  1  1  0  0  1  0  1  0  0
 15 ;   1  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  0  1  0  1  1  0  1  0  1  0 ;  0  0  0  0  0  1  1  0  1  1  0  0  0  0  0  1  1  0  1  1  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
 16 ;   0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1 ;  0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
 17 ;   0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  1  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 18 ;   1  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  1  0  0  1  1  0  1  1  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0
 19 ;   0  0  1  0  1  0  0  0  1  1  1  1  0  1  0  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  1  0  1  0  0 ;  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0 ;  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
 20 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  1  0 ;  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  1  0  0  0
 21 ;   0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  1  1  1  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0
 22 ;   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0 ;  0  1  0  1  0  1  1  0  1  1  0  1  0  1  0  1  1  0  1  1  0  0  0  0  0 ;  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
 23 ;   0  0  0  0  0  0  0  0  0  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 ;  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0 ;  0  0  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
 24 ;   0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0 ;  0  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0 ;  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0
